Name,Current price,Change(%),Open,High,Low,Volume
XORTX THERAPEUTICS INC.,2.3,10.58,2.14,2.3,1.99,7372
CORNER GROWTH ACQUISITION,12.85,0.0,12.2,14.48,12.2,7369
PHARMACYTE BIOTECH INC.,2.09,15.43,2.19,2.19,2.08,7352
TUNGRAY TECHNOLOGIES INC,3.79,0.0,4.0,4.11,3.79,7323
DAWSON GEOPHYSICAL CO.,1.88,17.84,2.02,2.04,1.88,7266
VASTA PLATFORM LTD.,3.05,0.0,3.03,3.1,2.99,7252
SWK HOLDINGS CORP.,16.76,10.3,16.82,17.03,16.76,7233
OXFORD LANE CAPITAL,22.4,10.27,22.45,22.53,22.4,7225
BANKWELL FINANCIAL GROUP INC.,24.59,10.45,24.63,24.66,24.45,7214
WEYCO GROUP INC.,29.3,12.98,30.5,30.5,29.3,7163
PRESIDIO PROPERTY TRUST,16.9,12.71,17.0,17.44,16.66,7109
KAIROUS ACQUISITION,12.02,0.0,12.0,12.02,12.0,7108
FOUR LEAF ACQUISITION,10.94,0.0,10.94,10.94,10.94,7100
FIRST NORTHWEST BANCORP,9.4,12.19,9.76,9.85,9.31,7098
ZEO ENERGY CORP.,4.44,11.33,4.45,4.7,4.2,7067
YUNJI INC. ADS,0.75,4.9,0.715,0.75,0.715,7065
ARGO BLOCKCHAIN PLC 8.75% SENIOR NOTES,9.25,11.7,9.36,9.62,8.74,7065
FITLIFE BRANDS INC.,27.69,1.21,27.37,29.65,27.37,7059
NEW YORK MORTGAGE TRUST,19.75,10.5,19.85,19.88,19.74,7017
OPGEN INC.,2.53,2.43,2.47,2.55,2.47,6997
NEW YORK MORTGAGE TRUST,20.14,0.3,20.1,20.18,20.1,6971
SMARTKEM INC.,6.0,16.83,6.79,6.79,5.84,6920
STRATTEC SECURITY,25.01,11.11,25.68,25.98,24.93,6913
GLADSTONE LAND CORP.,20.51,11.68,20.41,20.65,20.15,6913
ATA CREATIVITY GLOBAL ADS,0.8409,3.81,0.83,0.85,0.81,6853
NUZEE INC.,1.55,15.49,1.62,1.64,1.53,6819
BROOKFIELD PROPERTY PARTNERS L.P. 5.750,12.3,10.08,12.4,12.44,12.3,6818
TARGET GLOBAL ACQUISITION I,11.4,0.09,11.39,11.4,11.38,6816
HENNESSY ADVISORS INC.,7.14,12.19,7.13,7.48,6.97,6785
UXIN LTD.,2.1,11.41,2.11,2.34,2.1,6781
FIDELITY D & D BANCORP INC.,45.45,10.63,45.34,45.45,45.34,6773
PIXIE DUST TECHNOLOGIES,1.53,13.77,1.63,1.74,1.53,6741
ZALATORIS II ACQUISITION CORP,10.96,10.36,10.96,10.96,10.96,6736
OAK WOODS ACQUISITION,10.78,0.0,10.84,10.84,10.78,6724
ARMADA ACQUISITION,11.48,0.61,11.36,11.48,11.36,6707
WAH FU EDUCATION GROUP,1.91,0.0,1.85,1.91,1.85,6706
AMESITE INC.,2.88,12.37,2.99,3.1,2.76,6700
MIDLAND STATES BANCORP,24.6,0.86,24.63,24.67,24.59,6699
AGM GROUP HOLDINGS INC.,0.836,0.02,0.84,0.89,0.8301,6656
XENETIC BIOSCIENCES INC.,3.99,12.92,4.18,4.43,3.99,6638
RUNWAY GROWTH FINANCE,24.92,0.2,24.9,24.94,24.9,6617
CYTOMED THERAPEUTICS,1.93,14.93,1.93,1.99,1.89,6603
ASCENT INDUSTRIES CO.,9.9,12.17,10.02,10.11,9.9,6594
VISIONARY HOLDINGS INC.,2.95,11.99,3.02,3.02,2.87,6592
BURTECH ACQUISITION,11.13,0.09,11.01,11.16,11.01,6568
ABACUS LIFE,25.6,0.12,25.42,25.64,25.4,6543
HAWTHORN BANCSHARES INC.,19.75,10.15,19.78,19.88,19.7,6533
BV FINANCIAL INC.,11.38,0.26,11.43,11.43,11.36,6529
GLADSTONE LAND CORP.,24.57,1.11,24.26,24.57,24.25,6487
ATLANTIC AMERICAN,1.73,18.95,1.81,1.91,1.7,6460
CONIFER HOLDINGS INC.,0.8401,111.48,0.92,0.92,0.8001,6423
BROADWAY FINANCIAL,5.12,1.19,5.05,5.12,5.05,6419
ARCADIA BIOSCIENCES INC.,3.05,13.48,3.15,3.15,3.05,6409
KAMADA,5.06,12.13,5.06,5.11,5.05,6389
WESBANCO,24.42,10.29,24.4,24.52,24.36,6378
ANGHAMI INC.,1.02,0.0,1.02,1.04,1.02,6340
VALUE LINE INC.,39.03,11.69,39.85,39.85,38.99,6298
PRIMEENERGY RESOURCES,104.56,1.01,105.67,107.59,104.56,6139
CORNER GROWTH ACQUISITION,11.2,11.75,11.22,11.29,11.18,6138
NEW YORK MORTGAGE TRUST,23.78,0.13,23.79,23.8,23.7,6113
NEW YORK MORTGAGE TRUST,21.86,0.97,21.68,21.93,21.65,6039
SOCKET MOBILE INC.,1.13,1.8,1.12,1.17,1.12,6039
COMSTOCK HOLDING COMPANIES,6.32,11.4,6.45,6.56,6.14,6036
WHEELER REAL ESTATE INVESTMENT TRUST,18.46,0.0,18.5,18.5,18.45,6011
THUNDER BRIDGE CAPITAL PARTNERS IV,10.59,10.09,10.59,10.59,10.59,5980
NOVA LIFESTYLE INC,1.5,13.23,1.57,1.57,1.5,5971
EZFILL HOLDINGS INC.,1.93,15.39,2.03,2.03,1.93,5965
FAT BRANDS,13.9,0.0,13.9,13.95,13.82,5947
NATHAN S FAMOUS INC.,67.65,13.01,69.76,69.76,66.35,5937
GAXOS.AI INC.,3.46,14.68,3.79,3.79,3.43,5900
SB FINANCIAL GROUP INC.,14.01,11.34,14.19,14.25,14.01,5891
GLOBALINK INVESTMENT,11.51,110.78,13.0,14.19,11.5,5871
CATALYST BANCORP INC.,11.64,0.34,11.58,11.64,11.58,5867
GLOBAL BLOCKCHAIN ACQUISITION,11.15,1.36,11.15,11.15,11.15,5864
SHARPLINK GAMING INC.,0.792,12.71,0.8269,0.84,0.792,5854
UNIVERSE PHARMACEUTICALS INC,2.3,0.44,2.3,2.34,2.3,5831
IONEER LTD ADS,3.9,5.12,3.7,4.01,3.7,5796
GLADSTONE COMMERCIAL,20.14,10.54,20.22,20.48,20.07,5781
NAYAX,23.3,11.06,22.61,23.45,22.47,5758
LINKAGE GLOBAL INC,3.35,7.03,3.29,3.35,3.14,5672
MURANO GLOBAL INVESTMENTS PLC,9.5,10.63,9.55,9.9,9.5,5642
SANGOMA TECHNOLOGIES,5.28,13.65,5.44,5.56,5.07,5630
CBL INTERNATIONAL,0.91,10.98,0.94,0.95,0.85,5625
17 EDUCATION & TECHNOLOGY GROUP,2.19,10.9,2.28,2.28,2.19,5623
CANTERBURY PARK HOLDING,22.6,14.52,23.03,23.03,22.23,5619
WILLAMETTE VALLEY VINEYARDS,3.86,13.26,4.0,4.0,3.86,5605
CHECK-CAP,2.19,12.23,2.19,2.2,2.09,5599
TC BANCSHARES INC.,13.4,10.37,13.41,13.41,13.32,5568
PONO CAPITAL TWO INC.,13.63,2.79,13.32,13.63,13.32,5561
HCW BIOLOGICS INC.,1.02,0.0,1.04,1.1,1.02,5559
SINGULARITY FUTURE TECHNOLOGY,4.86,3.18,4.76,5.0,4.75,5523
SLM CORP.,75.5,1.14,74.65,75.5,74.45,5497
ALTENERGY ACQUISITION,10.94,0.0,10.61,10.94,10.61,5493
PLUTONIAN ACQUISITION,2.66,0.0,6.91,6.91,2.66,5475
MAGYAR BANCORP INC.,10.87,0.18,10.97,11.5,10.87,5383
BLACKBOXSTOCKS INC.,3.05,6.27,2.85,3.05,2.81,5347
ASIA PACIFIC WIRE & CABLE,1.69,3.68,1.64,1.69,1.64,5327
RECON TECHNOLOGY,1.37,2.24,1.39,1.39,1.37,5318
EURO TECH HOLDINGS CO.,1.83,4.57,1.77,1.83,1.7,5276
ELECTRO-SENSORS INC.,3.93,12.96,4.01,4.01,3.93,5276
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.06,0.64,24.99,25.1,24.99,5228
SPRING VALLEY ACQUISITION,11.12,0.09,11.12,11.12,11.12,5162
PLANET IMAGE INTERNATIONAL,2.04,10.97,2.0,2.2,2.0,5099
GREAT ELM CAPITAL,25.1,0.04,25.03,25.12,25.02,5069
HARROW,25.08,0.12,25.06,25.08,25.05,5053
YOTTA ACQUISITION,0.085,0.0,0.1015,0.1015,0.085,5028
KENTUCKY FIRST FEDERAL BANCORP,3.16,16.51,3.27,3.28,3.16,5023
FUTURETECH II ACQUISITION,11.1,0.0,11.1,11.1,11.1,5011
PULMATRIX INC.,1.92,11.54,1.87,1.98,1.87,4987
AKSO HEALTH GROUP ADS,0.8045,0.56,0.75,0.805,0.75,4978
AETERNA ZENTARIS INC.,6.06,2.54,6.02,6.06,5.86,4974
BAYVIEW ACQUISITION CORP RIGHT,0.19,0.0,0.18,0.19,0.18,4964
BIO-KEY INTERNATIONAL INC.,1.53,2.0,1.6,1.72,1.53,4898
STRYVE FOODS INC.,1.98,1.54,1.97,1.98,1.9,4847
CARBON REVOLUTION PUBLIC,7.4,11.07,7.35,7.4,6.7,4798
STABILIS SOLUTIONS INC.,3.96,12.94,4.0,4.0,3.96,4765
ANEBULO PHARMACEUTICALS INC.,2.05,0.99,2.03,2.05,1.99,4763
STRATUS PROPERTIES INC.,24.65,10.64,23.18,24.66,23.18,4742
PARANOVUS ENTERTAINMENT TECHNOLOGY,0.871,16.25,0.9,0.9298,0.8601,4713
CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,1.88,113.76,2.01,2.01,1.88,4703
INTEGRATED MEDIA TECHNOLOGY,1.65,11.79,1.64,1.75,1.64,4702
HELIX ACQUISITION,10.2,0.0,10.25,10.25,10.2,4691
NEWBURY STREET ACQUISITION,10.93,0.18,10.95,10.95,10.84,4676
ATLANTICUS HOLDINGS,22.72,10.18,22.75,23.13,22.6,4621
BROAD CAPITAL ACQUISITION CORP UNITS,12.04,0.0,11.67,12.04,11.67,4600
B. RILEY FINANCIAL,21.13,0.81,20.75,21.13,19.25,4558
JVSPAC ACQUISITION,0.34,1.19,0.336,0.34,0.336,4539
WINTRUST FINANCIAL,24.4,0.21,24.45,24.46,24.4,4538
INTERLINK ELECTRONICS INC.,4.07,1.24,4.04,4.2,4.04,4522
MAQUIA CAPITAL ACQUISITION,11.2,0.0,11.03,11.2,11.03,4502
G. WILLI-FOOD INTERNATIONAL,9.41,10.63,9.76,9.77,9.21,4437
PLUMAS BANCORP,34.37,11.74,34.37,34.37,34.37,4427
ETERNA THERAPEUTICS INC.,1.94,11.52,2.07,2.07,1.86,4423
CAPITAL SOUTHWEST,25.84,0.58,25.67,25.85,25.67,4422
SLAM,11.1,0.0,11.12,11.12,11.1,4278
BT BRANDS INC.,1.46,19.32,1.4,1.67,1.4,4269
UNITED-GUARDIAN INC.,9.16,11.61,9.31,9.31,9.13,4244
WESTERN ACQUISITION VENTURES,11.2,0.0,11.07,11.48,11.07,4227
VITRU LTD.,9.07,0.0,9.23,9.27,9.01,4211
MERCHANTS BANCORP DEPOSITARY SHARES 6.0,21.48,0.99,21.3,21.5,21.3,4207
SUMMIT STATE BANK,9.24,10.65,9.0,9.24,9.0,4179
LAKE SHORE BANCORP INC.,12.29,11.52,12.51,12.51,12.29,4166
PATHFINDER BANCORP INC.,12.75,0.0,12.75,12.9,12.75,4147
FIRST NATIONAL CORP.,15.3,11.35,15.45,15.59,15.3,4144
FRANKLIN FINANCIAL SERVICES,28.5,10.59,28.77,29.4,28.5,4131
HIGHWAY HOLDINGS,2.06,12.83,2.1,2.1,2.06,4118
TLGY ACQUISITION,11.43,0.0,11.43,11.43,11.43,4103
WILLAMETTE VALLEY VINEYARDS,3.87,1.04,3.88,3.91,3.79,4102
WHITEHORSE FINANCE,25.08,10.08,25.17,25.17,25.05,4012
SYNAPTOGENIX INC.,4.42,1.61,4.3,4.42,4.3,4001
INSIGHT ACQUISITION,10.5,0.0,10.52,10.52,10.5,4000
INSPIRATO INC.,3.75,11.32,3.92,3.92,3.75,3990
AERIES TECHNOLOGY INC. ORD.,1.44,10.69,1.45,1.47,1.44,3956
MARINE PETROLEUM TRUST UNITS OF BENEFIC,3.83,10.26,3.87,3.96,3.83,3943
WAVEDANCER INC.,2.3,0.88,2.43,2.43,2.26,3918
ONCTERNAL THERAPEUTICS INC.,8.0,12.79,8.21,8.42,8.0,3911
PLUM ACQUISITION,11.06,10.81,11.2,11.34,10.82,3907
CHEER HOLDING INC. ORD.,2.55,11.92,2.57,2.61,2.54,3899
ESH ACQUISITION,10.43,0.0,10.43,10.46,10.43,3894
JERASH HOLDINGS (US) INC.,3.0,10.33,2.95,3.0,2.95,3888
WILHELMINA INTERNATIONAL INC.,5.86,2.81,5.69,5.96,5.69,3873
SAI.TECH GLOBAL,0.89,0.57,0.885,0.8986,0.8601,3870
PERCEPTION CAPITAL,10.84,0.0,10.84,10.84,10.84,3869
BOREALIS FOODS INC.,9.2,0.11,8.81,9.2,8.71,3819
OPTICAL CABLE CORP.,2.75,10.36,2.71,2.76,2.71,3791
PROCAPS GROUP S.A.,2.6,0.0,2.65,2.65,2.6,3748
CORNER GROWTH ACQUISITION,11.5,0.0,11.5,11.6,11.5,3688
NEWTEKONE,24.9,0.12,24.85,24.9,24.83,3665
SCWORX CORP.,1.92,10.52,2.01,2.05,1.92,3566
BRIGHT MINDS BIOSCIENCES INC.,1.04,0.97,1.05,1.05,1.01,3537
TITAN PHARMACEUTICALS INC.,6.98,10.14,6.88,6.98,6.84,3535
MERCHANTS BANCORP DEPOSITARY SHARES,24.68,0.45,24.64,24.7,24.61,3482
BYNORDIC ACQUISITION,11.23,0.0,11.23,11.27,11.23,3454
AGRICULTURE & NATURAL SOLUTIONS ACQUISI,10.24,0.0,10.25,10.25,10.24,3454
MARIS-TECH,1.28,0.79,1.28,1.28,1.25,3453
GLUCOTRACK INC.,2.32,14.13,2.42,2.42,2.32,3448
PRO-DEX INC.,18.95,11.81,19.12,19.12,18.95,3446
BURTECH ACQUISITION,11.3,0.0,11.3,11.3,11.21,3429
ALPHA TECHNOLOGY GROUP,2.97,0.34,3.0,3.0,2.72,3388
ALPHA STAR ACQUISITION,11.44,0.0,11.47,11.7,11.44,3331
NATURE WOOD GROUP,1.93,11.53,1.96,1.96,1.91,3321
MERCURITY FINTECH HOLDING,1.5,11.96,1.51,1.6,1.5,3320
AETHERIUM ACQUISITION,11.5,0.0,11.36,12.02,11.2,3308
REGENCY CENTERS,23.05,0.0,23.7,23.7,23.05,3297
NCS MULTISTAGE HLD.,16.71,11.01,16.92,17.03,16.71,3294
DONEGAL GROUP INC.,11.57,0.52,11.51,12.0,11.51,3290
PEARL HLD.,10.99,0.0,10.99,10.99,10.98,3273
FIRST MERCHANTS,25.12,0.12,24.97,25.12,24.93,3273
GLADSTONE COMMERCIAL,22.99,10.39,23.18,23.37,22.99,3268
ATLANTICUS HOLDINGS,22.61,0.04,22.62,22.62,22.61,3251
9F INC. ADS,1.97,17.51,2.16,2.18,1.95,3240
BLUE OCEAN ACQUISITION CORP,11.04,0.0,11.11,11.11,11.04,3232
OLD NATIONAL BANCORP DEPOSITARY SHARES,25.08,0.68,25.0,25.15,25.0,3221
OKYO PHARMA LTD.,1.28,11.54,1.38,1.38,1.26,3219
CALLIDITAS THERAPEUTICS AB ADS,39.05,0.26,38.99,39.08,38.8,3214
TRINITY CAPITAL,25.09,0.08,25.07,25.1,25.07,3208
ARMLOGI HOLDING,4.84,0.83,4.82,4.88,4.7,3204
DIME COMMUNITY BANCSHARES,17.44,0.52,17.14,17.44,17.14,3193
NUCANA PLC ADS,2.96,11.0,2.95,2.99,2.92,3166
TANDY LEATHER FACTORY INC.,4.4,11.12,4.4,4.4,4.4,3166
NOCERA INC.,1.1,0.0,1.19,1.19,1.1,3155
INSTIL BIO INC.,9.86,11.3,9.77,10.45,9.77,3097
SWIFTMERGE ACQUISITION,10.9,0.0,10.9,10.9,10.9,3095
NEWTEKONE,25.13,0.08,25.12,25.19,25.12,3071
CHAMPIONS ONCOLOGY INC.,4.91,13.54,5.04,5.04,4.86,3059
UNITED SECURITY BANCSHARES,7.22,0.0,7.27,7.27,7.22,3051
OXFORD LANE CAPITAL,23.94,0.08,23.94,23.94,23.8,3019
HARROW,26.64,10.26,26.5,26.73,26.5,3017
ART S-WAY MANUFACTURING CO.,1.6,12.44,1.62,1.67,1.6,2962
EVGO INC. WARRANTS,0.1596,0.44,0.15,0.1598,0.15,2955
OCEANFIRST FINANCIAL,24.75,0.32,24.75,24.75,24.67,2948
TDH HOLDINGS INC.,1.23,0.0,1.23,1.23,1.2,2943
RF INDUSTRIES LTD.,3.38,10.88,3.41,3.47,3.38,2942
HHG CAPITAL CORP.,11.5,12.54,11.51,11.62,11.5,2934
GLADSTONE INVESTMENT,22.89,10.39,23.1,23.1,22.89,2930
FINWISE BANCORP,10.15,10.39,10.31,10.31,10.15,2918
IMMURON LTD.,2.12,0.95,2.11,2.17,2.1,2889
PYXIS TANKERS,24.9,0.4,24.84,24.95,24.84,2866
SWK HOLDINGS CORP.,25.09,0.44,24.98,25.09,24.95,2847
MERIDIAN CORP.,10.35,10.1,10.44,10.44,10.33,2839
ALPHATIME ACQUISITION CORP RIGHT,0.19,0.0,0.11,0.19,0.11,2814
FTAI AVIATION,25.19,10.55,25.35,25.4,25.0,2805
UCLOUDLINK GROUP INC. ADS,1.65,0.0,1.65,1.65,1.65,2787
GLADSTONE CAPITAL,25.25,10.24,25.17,25.29,25.16,2781
FREQUENCY ELECTRONICS INC.,9.11,10.22,9.35,9.35,9.11,2776
BRIDGEWATER BANCSHARES,17.67,11.28,17.5,17.8,17.5,2765
PROJECT ENERGY REIMAGINED ACQUISITION,11.68,12.67,11.25,11.7,11.07,2747
SELECTIVE INSURANCE GROUP,18.28,10.71,18.44,18.44,18.28,2711
U.S. GOLDMINING INC.,6.0,12.91,6.21,6.21,6.0,2704
UNITED BANCORP INC.,11.91,2.67,11.8,11.94,11.77,2674
CITIZENS COMMUNITY BANCORP,11.32,0.18,11.22,11.59,11.22,2669
EUPRAXIA PHARMACEUTICALS INC.,2.64,10.38,2.64,2.7,2.64,2660
SOTHERLY HOTELS,18.64,12.2,18.25,18.64,18.08,2642
NEXTTRIP INC.,1.9,7.95,1.82,1.9,1.75,2627
EXCELFIN ACQUISITION CORP,11.07,0.0,11.05,11.07,11.05,2625
PROVIDENT FINANCIAL HLD.,12.36,11.9,12.36,12.47,12.36,2605
OHIO VALLEY BANC,21.35,0.19,21.3,21.35,21.3,2583
BEASLEY BROADCAST GROUP INC.,0.655,13.68,0.68,0.7162,0.653,2552
IMMUCELL CORP.,4.25,11.16,4.46,4.47,4.16,2534
TALIS BIOMEDICAL,8.29,13.6,8.5,8.5,8.29,2518
PONO CAPITAL TWO INC. UNIT,13.5,13.57,14.6,14.6,13.5,2492
AI TRANSPORTATION ACQUISITION CORP RIGH,0.16,6.6,0.1501,0.17,0.1501,2484
GUARDION HEALTH SCIENCES INC.,9.97,10.6,10.11,10.11,9.83,2466
CF BANKSHARES INC.,19.45,10.97,19.61,19.68,19.45,2454
GOLDENSTONE ACQUISITION,11.29,0.0,11.28,11.29,11.28,2447
ECB BANCORP INC.,12.39,11.9,12.37,12.58,12.37,2446
LIQTECH INTERNATIONAL INC.,2.22,13.48,2.38,2.38,2.14,2418
REGENCY CENTERS,21.8,0.23,21.94,21.94,21.8,2415
GOLDEN STAR ACQUISITION,10.8,0.0,10.81,10.81,10.8,2415
FINWARD BANCORP,24.31,0.04,24.3,24.31,24.3,2407
SURROZEN INC.,10.25,16.82,10.57,11.0,10.25,2391
LANDMARK BANCORP INC.,19.3,1.47,19.03,19.3,19.03,2386
PROMIS NEUROSCIENCES INC.,1.56,2.63,1.51,1.64,1.51,2352
CLIMATEROCK,11.55,0.43,11.5,11.55,11.5,2347
PLUM ACQUISITION,10.78,0.0,10.77,10.78,10.74,2327
WHEELER REAL ESTATE INVESTMENT TRUST,2.13,0.95,2.11,2.13,2.11,2319
ARMADA ACQUISITION,11.43,0.0,11.43,11.44,11.43,2300
CLPS INCORP.,0.9499,0.0,0.9101,0.95,0.91,2284
MYNARIC AG ADS,4.3,5.39,4.07,4.3,4.07,2275
NEXIMMUNE INC.,2.79,15.42,2.81,2.82,2.79,2269
PASITHEA THERAPEUTICS,5.14,0.59,5.22,5.49,5.14,2249
PROJECT ENERGY REIMAGINED ACQUISITION,13.1,0.0,14.35,15.0,13.1,2238
MAINSTREET BANCSHARES,22.0,1.66,22.35,22.35,22.0,2190
FTAC EMERALD ACQUISITION,10.77,10.09,10.78,10.78,10.77,2182
CFSB BANCORP INC.,6.51,0.0,6.53,6.66,6.51,2179
BLEUACACIA LTD,10.75,0.0,10.91,10.91,10.75,2164
SNAIL INC.,0.84,1.23,0.8298,0.84,0.8298,2156
OXFORD LANE CAPITAL,23.7,10.42,23.8,23.8,23.64,2137
CADIZ INC. DEPOSITARY SHARES,14.42,12.7,14.85,14.85,14.42,2122
APX ACQUISITION,11.57,0.0,11.57,11.58,11.57,2122
XOMA CORP.,25.23,0.04,25.07,25.23,25.07,2106
INTEGRAL ACQUISITION,10.96,0.0,10.96,10.96,10.96,2103
UNITED COMMUNITY BANKS,23.61,11.01,23.95,24.0,23.5,2094
MORINGA ACQUISITION CORP,11.45,0.0,11.39,11.45,11.34,2076
LAVORO LTD.,5.39,15.11,5.42,5.42,5.25,2075
CACTUS ACQUISITION,11.45,0.0,11.45,11.45,11.45,2070
IMPERIAL PETROLEUM,24.95,0.0,24.99,24.99,24.95,2068
FTAI AVIATION,25.79,0.16,25.8,25.8,25.6,2063
BANCFIRST CORP.,25.97,0.0,25.89,26.0,25.89,2034
VERDE CLEAN FUELS INC.,4.26,13.18,4.26,4.26,4.26,2024
ATIF HOLDINGS LTD.,0.73,0.0,0.7025,0.73,0.675,2013
AI TRANSPORTATION ACQUISITION CORP,10.35,0.0,10.35,10.35,10.35,2011
YOTTA ACQUISITION,10.9,0.0,10.41,10.94,10.41,2001
DUET ACQUISITION,11.14,0.18,11.13,11.14,11.13,2000
FUNDAMENTAL GLOBAL,15.15,1.0,15.75,15.75,15.01,1975
QURATE RETAIL INC. SERIES B,3.68,10.54,3.82,3.82,3.68,1969
INTERNATIONAL MEDIA ACQUISITION,13.27,0.0,13.99,14.0,13.27,1951
SYLA TECHNOLOGIES CO.,2.17,11.36,2.25,2.25,2.17,1915
METALPHA TECHNOLOGY HOLDING,1.4,10.71,1.36,1.4,1.29,1914
IRON HORSE ACQUISITIONS,10.06,0.0,10.06,10.06,10.06,1912
RICHMOND MUTUAL BANCORP.,11.35,12.32,11.48,11.48,11.35,1886
MARBLEGATE ACQUISITION,10.85,0.0,10.84,10.85,10.83,1840
GLADSTONE INVESTMENT,25.56,10.16,25.53,25.61,25.53,1834
BURNING ROCK BIOTECH,7.13,13.13,7.23,7.23,7.13,1831
IF BANCORP INC.,16.84,10.82,16.77,16.84,16.77,1829
GENENTA SCIENCE S.P.A. ADS,3.22,12.13,3.3,3.3,3.22,1808
READING INTERNATIONAL,13.05,13.26,13.16,13.16,13.05,1788
ZHIBAO TECHNOLOGY INC.,4.05,0.5,4.14,4.14,4.03,1760
MDB CAPITAL HOLDINGS LLC,7.75,10.39,7.75,8.16,7.75,1753
BRIGHTSPRING HEALTH SERVICES,43.64,0.51,43.64,43.7,43.64,1751
INVESTCORP INDIA ACQUISITION,11.35,0.0,11.26,11.35,11.21,1749
NATURAL ALTERNATIVES INTERNATIONAL,6.2,14.17,6.21,6.26,6.2,1722
CYCLACEL PHARMACEUTICALS,7.7,0.0,9.97,10.97,7.7,1717
VISION SENSING ACQUISITION,11.6,0.0,11.6,11.6,11.6,1683
DISTOKEN ACQUISITION,0.143,0.0,0.11,0.143,0.11,1664
RUNWAY GROWTH FINANCE,25.17,10.16,25.1,25.18,25.1,1654
ALPHATIME ACQUISITION CORP,11.06,0.0,11.06,11.06,11.06,1628
HMN FINANCIAL INC.,21.47,1.95,21.05,21.52,21.05,1617
DESWELL INDUSTRIES INC.,2.35,11.67,2.35,2.35,2.3,1581
GREAT ELM CAPITAL,24.83,0.08,24.86,24.86,24.82,1555
XOMA CORP.,25.38,10.16,25.52,25.52,25.38,1536
EXELA TECHNOLOGIES,1.84,3.37,1.7,1.84,1.7,1529
CHAIN BRIDGE I UNITS,11.13,0.0,11.1,11.13,11.1,1521
JVSPAC ACQUISITION,10.13,0.0,10.14,10.14,10.13,1519
PAPAYA GROWTH OPPORTUNITY,11.9,0.0,11.22,11.9,11.22,1503
CENTRAL PLAINS BANCSHARES INC.,10.08,0.5,10.08,10.08,10.08,1478
WINVEST ACQUISITION,11.83,0.0,11.85,11.85,11.83,1470
SPARK I ACQUISITION,10.35,0.0,10.35,10.36,10.35,1460
AROGO CAPITAL ACQUISITION,10.98,0.0,10.99,10.99,10.98,1451
NEWTEKONE,25.15,0.04,25.14,25.16,25.14,1448
BRIDGFORD FOODS,9.9,10.2,9.9,9.91,9.9,1416
CORNER GROWTH ACQUISITION,12.06,0.0,12.03,12.06,12.0,1407
POPULAR,25.04,11.18,25.3,25.38,25.04,1383
GDEV INC.,2.5,13.85,2.4,2.51,2.4,1368
WESTERN ACQUISITION VENTURES,11.5,0.0,11.1,11.5,11.1,1357
FENBO HOLDINGS LTD.,12.51,12.8,12.63,12.63,12.51,1347
BANK OF THE JAMES FINANCIAL GROUP,11.01,0.0,10.75,11.01,10.75,1337
FIRST CAPITAL INC.,29.88,1.91,29.88,29.88,29.88,1307
OFS CREDIT CO.,23.28,10.3,23.3,23.33,23.28,1306
ONYX ACQUISITION CO. I,11.24,0.0,11.39,11.39,11.23,1296
YOSHIHARU GLOBAL CO.,3.82,0.26,3.82,3.83,3.82,1283
OXFORD LANE CAPITAL,23.48,0.04,23.4,23.48,23.4,1255
ARYA SCIENCES ACQUISITION CORP IV,11.5,0.44,11.47,11.5,11.47,1251
PSYCHEMEDICS CORP.,2.35,3.52,2.24,2.35,2.24,1246
MILL CITY VENTURES III,2.6,0.0,2.65,2.65,2.6,1242
FOCUS IMPACT BH3 ACQUISITION CO.,10.65,0.47,10.64,10.65,10.64,1236
LIBERTY BROADBAND,23.63,0.13,23.68,23.68,23.61,1235
TSR INC.,13.34,0.45,13.34,13.34,13.34,1234
CONNECTONE BANCORP,20.0,0.15,20.01,20.01,20.0,1231
RAMACO RESOURCES,25.7,10.16,25.76,25.76,25.69,1219
AIRNET TECHNOLOGY INC. ADS,1.04,11.89,1.04,1.04,1.04,1217
INVESTCORP EUROPE ACQUISITION CORP I,11.35,0.0,11.34,11.36,11.34,1204
QOMOLANGMA ACQUISITION,11.15,0.0,11.04,11.15,11.04,1197
LUXURBAN HOTELS,14.48,13.92,14.0,14.48,13.2,1185
TRAILBLAZER MERGER,10.78,0.0,10.8,10.8,10.78,1179
ARK RESTAURANTS,14.71,3.01,14.77,14.93,14.71,1176
OAK WOODS ACQUISITION,10.95,0.0,11.08,11.2,10.95,1170
MOUNTAIN,11.63,0.0,11.63,11.63,11.63,1166
FTAC EMERALD ACQUISITION,10.72,10.74,10.8,10.8,10.71,1143
99 ACQUISITION GROUP INC. UNIT,10.6,0.0,10.6,10.6,10.6,1134
GLOBALINK INVESTMENT INC.,11.35,1.7,11.32,11.99,11.17,1122
QOMOLANGMA ACQUISITION,11.45,0.0,11.34,12.0,11.34,1120
TMT ACQUISITION CORP,10.94,0.0,10.94,10.94,10.94,1110
RAND CAPITAL CORP.,16.0,11.84,15.77,16.0,15.75,1107
AMMO,25.74,0.23,25.53,25.8,25.53,1106
SPRING VALLEY ACQUISITION,11.24,0.0,11.18,11.24,11.18,1100
ILLUMINA INC.,107.25,1.0,107.25,107.25,107.0,1079
INFLECTION POINT ACQUISITION,10.57,0.09,10.57,10.57,10.57,1044
CB FINANCIAL SERVICES INC.,22.85,0.48,22.85,22.85,22.85,1033
